Year,Portfolio,Geography,Category,Brand,Segment,Initial_Sales,New_Sales,Margin (%),Applied_Trend (%),Contribution (%),Min_Trend,Max_Trend,Min_Contribution,Max_Contribution
1,Skin/Body,North America,Tools,Bobbi Brown,Lipstick,967010.0,996020.3,33,3.0000000000000027,8.335977608882263,-1,3,7,14
1,Skin/Body,North America,Hair Dye,Bobbi Brown,Mascara,3068103.0,3160146.1,44,3.0000003259343044,20.329218923960372,-1,3,7,14
1,Skin/Body,Asia,Face Make-Up,Frederic Malle,Lipstick,1072735.0,1115644.4,34,3.9999999999999813,21.408231375316088,-3,4,5,40
1,Fragrance + Color Cosmetics,South America,Face Make-Up,Aveda,Fragrance,4359744.0,5013705.6,54,14.999999999999991,21.427814133286958,-5,15,5,40
1,Skin/Body,Europe,Tools,Elizabeth Arden,Bronzer,4881514.0,5223220.0,59,7.000000409708962,27.42196826933629,0,7,6,15
1,Fragrance + Color Cosmetics,Europe,Fragrance,Balmain,Toner,1533255.0,1763243.3,60,15.000003261036166,14.249835078695916,-5,15,5,40
1,Skin/Body,Asia,Hair Dye,Bobbi Brown,Bronzer,1671459.0,1721602.8,40,3.0000017948391244,12.643116183375438,-1,3,7,14
1,Hair/APDO,Europe,Fragrance,Elizabeth Arden,Toner,1025134.0,1096893.4,59,7.000001950964441,36.21461645769924,0,7,6,15
1,Hair/APDO,Asia,Hair Dye,Balmain,Fragrance,564323.0,648971.45,41,14.999999999999991,7.09538046958933,0,15,4,30
1,Hair/APDO,Asia,Fragrance,Bobbi Brown,Lipstick,1354016.0,1394636.5,41,3.0000014770874106,10.029969665421813,-1,3,7,14
1,Fragrance + Color Cosmetics,Europe,Tools,Elizabeth Arden,Toner,3383427.0,3620266.9,60,7.000000295558317,42.903461127316966,0,7,6,15
1,Skin/Body,South America,Face Make-Up,Kilian,Mascara,4257974.0,4896670.1,53,14.999999999999991,24.573047899499425,-5,15,5,40
1,Fragrance + Color Cosmetics,Asia,Hair Dye,Aveda,Mascara,3654240.0,4202376.0,49,14.999999999999991,57.10311177727561,-5,15,5,40
1,Hair/APDO,North America,Fragrance,Kilian,Lipstick,2690222.0,3093755.3,40,14.999999999999991,25.895217261798003,0,15,4,30
1,Fragrance + Color Cosmetics,South America,Face Make-Up,Elizabeth Arden,Lipstick,2824797.0,3022532.8,34,7.0000003540077405,72.95416710525183,0,7,6,15
1,Fragrance + Color Cosmetics,Europe,Tools,Balmain,Lipstick,1884418.0,2167080.7,31,15.000000000000014,33.483489939945656,-5,15,5,40
1,Hair/APDO,North America,Make Up Brushes,Aveda,Toner,2655748.0,3054110.2,38,15.000000000000014,37.83342085041531,0,15,4,30
1,Fragrance + Color Cosmetics,Asia,Face Make-Up,Aveda,Fragrance,4563309.0,5247805.4,34,15.000001095696124,46.99788995113015,-5,15,5,40
1,Fragrance + Color Cosmetics,Europe,Make Up Brushes,Kilian,Fragrance,1329735.0,1529195.3,39,15.000003760147695,12.621906660746381,-5,15,5,40
1,Hair/APDO,Asia,Face Make-Up,Aveda,Lipstick,3795374.0,4364680.1,52,14.999999999999991,26.101252720825208,0,15,4,30
1,Skin/Body,North America,Fragrance,Kilian,Mascara,1414228.0,1626362.2,43,14.999999999999991,36.138597944020624,-5,15,5,40
1,Hair/APDO,South America,Face Make-Up,Elizabeth Arden,Toner,845266.0,904434.62,36,7.000000000000006,5.675689002929195,0,7,6,15
1,Fragrance + Color Cosmetics,Asia,Make Up Brushes,Aveda,Lipstick,4302010.0,4947311.5,49,14.999999999999991,33.14879366256949,-5,15,5,40
1,Skin/Body,Europe,Fragrance,Kilian,Fragrance,2861632.0,3290876.8,34,14.999999999999991,20.66954393804839,-5,15,5,40
1,Fragrance + Color Cosmetics,Asia,Hair Dye,Frederic Malle,Fragrance,3631209.0,3776457.4,56,4.00000110156149,30.99178872055713,-3,4,5,40
1,Skin/Body,Europe,Tools,Bobbi Brown,Fragrance,2399443.0,2471426.3,53,3.000000416763382,13.709445305681042,-1,3,7,14
1,Hair/APDO,North America,Tools,Aveda,Bronzer,2207692.0,2538845.8,41,14.999999999999991,17.235026874646948,0,15,4,30
1,Fragrance + Color Cosmetics,South America,Face Make-Up,Balmain,Bronzer,3192755.0,3671668.3,33,15.000001566045619,40.275908093438844,-5,15,5,40
1,Hair/APDO,Europe,Hair Dye,Elizabeth Arden,Mascara,4827819.0,5165766.3,43,6.999999378601385,46.28488528261413,0,7,6,15
1,Fragrance + Color Cosmetics,North America,Hair Dye,Kilian,Lipstick,4924507.0,5663183.1,44,15.000001015330056,79.82336617261645,-5,15,5,40
1,Hair/APDO,Asia,Make Up Brushes,Bobbi Brown,Bronzer,3181719.0,3277170.6,34,3.000000942886527,52.12531025550249,-1,3,7,14
1,Skin/Body,Asia,Hair Dye,Kilian,Bronzer,2914472.0,3351642.8,60,14.999999999999991,27.872893676788486,-5,15,5,40
1,Fragrance + Color Cosmetics,South America,Tools,Elizabeth Arden,Lipstick,2776106.0,2970433.4,51,6.9999992795664046,31.773947549294444,0,7,6,15
1,Hair/APDO,North America,Tools,Aveda,Mascara,3824323.0,4397971.5,43,15.000001307420941,29.855754530831042,0,15,4,30
1,Fragrance + Color Cosmetics,South America,Fragrance,Kilian,Toner,2529454.0,2908872.1,37,15.000000000000014,19.44795258042388,-5,15,5,40
1,Skin/Body,South America,Fragrance,Aveda,Lipstick,1011411.0,1163122.7,39,15.000004943588706,6.844070784916689,-5,15,5,40
1,Skin/Body,North America,Hair Dye,Kilian,Toner,2398739.0,2758549.9,60,15.000002084428532,42.52183148643275,-5,15,5,40
1,Skin/Body,Europe,Face Make-Up,Elizabeth Arden,Mascara,2081530.0,2227237.1,36,7.000000000000006,24.208416867211742,0,7,6,15
1,Fragrance + Color Cosmetics,South America,Fragrance,Balmain,Toner,3249178.0,3736554.7,41,15.000000000000014,45.75359721447999,-5,15,5,40
1,Hair/APDO,Europe,Fragrance,Bobbi Brown,Fragrance,4478400.0,4612752.0,53,3.0000000000000027,62.06412267143475,-1,3,7,14
1,Skin/Body,North America,Face Make-Up,Elizabeth Arden,Mascara,1795302.0,1920973.1,57,6.999997771962607,31.744124364942344,0,7,6,15
1,Skin/Body,Asia,Fragrance,Kilian,Bronzer,3852252.0,4430089.8,51,14.999999999999991,38.847483251045425,-5,15,5,40
1,Skin/Body,South America,Fragrance,Aveda,Toner,4596951.0,5286493.7,56,15.000001087677472,31.106896191447497,-5,15,5,40
1,Hair/APDO,Europe,Tools,Kilian,Fragrance,3194287.0,3673430.0,58,14.999998434705454,21.19256709923346,0,15,4,30
1,Hair/APDO,Europe,Fragrance,Elizabeth Arden,Toner,1805585.0,1931975.9,44,6.999997230814392,63.78538354230076,0,7,6,15
1,Fragrance + Color Cosmetics,Europe,Make Up Brushes,Kilian,Mascara,4995013.0,5744265.0,59,15.000001000998386,47.41289530813514,-5,15,5,40
1,Hair/APDO,South America,Make Up Brushes,Kilian,Fragrance,3948678.0,0.0,52,-100.0,0.0,0,15,4,30
1,Hair/APDO,Asia,Hair Dye,Frederic Malle,Toner,2780827.0,0.0,43,-100.0,0.0,-3,4,4,30
1,Skin/Body,South America,Make Up Brushes,Frederic Malle,Fragrance,4543064.0,4724786.6,37,4.000000880463039,24.17831479953227,-3,4,5,40
1,Hair/APDO,South America,Face Make-Up,Aveda,Lipstick,3980130.0,4577149.5,44,14.999999999999991,47.75646127103056,0,15,4,30
1,Hair/APDO,North America,Make Up Brushes,Frederic Malle,Toner,1478039.0,1537160.6,53,4.000002706288552,13.887351557170046,-3,4,4,30
1,Fragrance + Color Cosmetics,South America,Make Up Brushes,Bobbi Brown,Fragrance,1111213.0,1144549.4,51,3.0000008999174765,15.02265257854244,-1,3,7,14
1,Hair/APDO,South America,Hair Dye,Frederic Malle,Lipstick,2526580.0,2627643.2,52,4.0000000000000036,26.716763373740825,-3,4,4,30
1,Hair/APDO,Asia,Tools,Balmain,Bronzer,4026737.0,4630747.5,58,14.999998758299826,23.266312249810074,0,15,4,30
1,Fragrance + Color Cosmetics,North America,Tools,Bobbi Brown,Toner,4316446.0,4445939.4,39,3.0000004633441657,17.870401814307023,-1,3,7,14
1,Fragrance + Color Cosmetics,South America,Make Up Brushes,Bobbi Brown,Fragrance,2205215.0,2271371.5,34,3.0000022673526194,29.812627503280165,-1,3,7,14
1,Fragrance + Color Cosmetics,North America,Hair Dye,Aveda,Bronzer,2483851.0,2856428.7,32,15.0000020130032,16.47563356491891,-5,15,5,40
